winner,referee,method_of_victory,red_Knockdowns,blue_Knockdowns,red_sig_str,blue_sig_str,red_sig_str_percentage,blue_sig_str_percentage,red_total_strikes,blue_total_strikes,red_total_strikes_percentage,blue_total_strikes_percentage,red_takedowns,blue_takedowns,red_takedown_percentage,blue_takedown_percentage,red_subs_attempted,blue_subs_attempted
0,73,7,1,0,3,1,42,25,3,1,43,25,0,0,0,0,1,0
1,179,2,0,1,2,16,16,37,5,27,33,47,0,2,0,100,1,0
0,46,9,0,1,84,60,55,31,110,64,60,32,0,0,0,0,0,0
0,179,9,0,0,41,25,36,28,101,35,58,36,0,2,0,16,0,0
1,46,7,0,0,18,14,43,56,18,14,44,56,0,1,0,50,0,1
0,70,7,0,0,3,6,33,60,5,32,45,64,0,1,0,33,1,0
0,179,7,0,0,13,14,43,46,16,15,47,48,1,0,20,0,1,0
0,46,7,1,0,20,20,41,35,31,35,52,49,0,3,0,75,1,0
0,70,7,0,0,25,12,46,46,51,13,59,48,4,0,80,0,1,0
1,73,6,0,0,61,110,40,42,62,124,41,45,0,0,0,0,0,0
0,187,2,3,0,73,46,61,49,92,57,66,51,2,0,66,0,1,0
0,153,6,0,1,93,84,54,50,120,124,59,59,1,0,33,0,0,0
0,187,7,0,0,44,29,72,42,74,63,78,60,3,0,37,0,1,0
1,40,2,0,2,80,115,55,55,95,142,59,59,0,3,0,50,0,0
0,73,9,0,0,48,47,36,47,75,61,47,53,1,2,50,66,0,0
0,153,7,0,0,44,24,46,20,55,25,52,22,1,0,33,0,1,0
1,187,2,0,1,2,4,33,40,2,4,33,40,0,0,0,0,0,0
1,40,7,0,0,76,47,36,34,78,63,37,41,0,1,0,14,0,2
0,73,6,0,0,37,24,26,55,87,30,45,56,0,0,0,0,0,0
0,153,6,0,0,86,79,35,33,116,96,41,38,1,1,16,100,1,0
0,187,7,1,0,19,16,55,69,78,40,73,77,5,0,55,0,1,0
0,40,6,0,0,90,13,72,52,128,40,77,77,5,1,62,50,0,2
1,73,2,0,2,17,21,45,42,17,21,46,42,0,0,0,0,0,0
0,153,6,1,0,87,34,33,21,99,49,36,28,3,1,42,16,0,0
0,73,6,0,0,103,64,50,47,111,66,52,48,0,0,0,0,2,0
0,153,2,1,1,13,23,41,56,23,45,56,71,0,2,0,100,0,2
0,179,2,2,0,36,16,54,45,36,17,55,47,0,0,0,0,0,0
0,153,2,1,1,62,62,32,32,62,70,33,33,0,0,0,0,0,0
0,98,2,2,0,46,9,65,30,48,10,67,32,0,0,0,0,0,0
1,179,2,0,0,27,117,29,57,28,118,30,57,0,0,0,0,0,0
1,73,6,0,1,33,97,25,62,39,108,29,65,3,5,100,100,1,0
0,153,9,0,0,73,62,35,40,77,62,36,41,0,0,0,0,0,0
1,98,2,1,0,66,81,68,59,71,97,70,63,1,0,100,0,0,0
2,179,9,0,0,59,64,71,52,79,119,77,67,2,0,33,0,0,0
0,98,2,2,0,135,83,45,42,147,99,47,46,0,2,0,66,0,0
1,73,2,0,1,10,21,40,43,10,22,40,45,0,0,0,0,0,0
1,153,6,0,0,43,55,31,39,51,73,35,46,2,0,22,0,0,0
1,73,6,0,0,32,58,45,52,47,97,55,65,0,0,0,0,0,0
0,153,6,0,0,43,27,46,29,76,49,54,42,1,1,100,50,0,0
1,179,9,0,0,48,44,39,36,60,58,45,43,1,1,50,50,2,0
1,70,6,0,0,40,41,41,43,41,53,42,50,3,0,50,0,0,0
0,73,6,0,0,22,10,43,41,56,19,64,56,2,0,40,0,1,0
0,153,6,0,0,35,18,43,31,57,43,56,51,3,2,100,28,0,1
0,179,2,1,0,27,15,50,55,34,28,56,70,1,1,20,50,0,0
0,70,7,0,0,14,16,35,61,22,34,44,74,2,0,50,0,1,0
1,179,9,0,0,32,9,50,29,56,69,62,72,1,3,33,50,2,0
1,70,2,0,0,39,58,39,50,43,61,42,51,0,0,0,0,0,0
1,139,2,0,1,15,20,45,64,15,20,45,65,0,0,0,0,0,0
0,161,2,0,0,39,4,70,80,54,5,75,83,1,0,33,0,0,0
0,125,2,1,0,26,2,65,22,30,3,68,30,0,0,0,0,0,0
0,141,9,2,0,48,55,47,39,66,106,55,54,0,4,0,50,0,0
1,191,6,0,0,79,120,58,51,82,164,59,58,0,0,0,0,1,0
0,141,7,0,0,17,10,85,43,91,29,83,63,3,0,30,0,2,0
0,131,2,2,0,16,7,53,53,20,7,57,54,0,0,0,0,0,0
0,139,6,0,1,117,51,66,31,143,71,70,39,2,0,50,0,0,0
0,131,6,0,0,80,40,43,35,95,40,48,35,1,0,50,0,0,0
0,191,2,1,0,30,12,51,33,36,14,55,37,0,0,0,0,0,0
2,161,9,0,1,28,46,51,40,56,58,67,45,0,0,0,0,1,0
0,125,9,0,0,44,29,34,25,52,32,38,28,0,3,0,37,0,0
0,74,2,1,0,23,16,76,48,33,29,80,63,1,0,100,0,0,0
1,191,2,0,1,0,13,0,81,0,15,0,83,0,0,0,0,0,0
1,74,7,0,0,23,29,56,65,24,41,56,73,0,2,0,100,0,1
0,10,2,1,0,18,6,62,60,23,32,68,74,0,0,0,0,0,0
0,90,7,0,0,58,22,65,61,115,34,76,67,0,2,0,28,1,0
0,74,6,0,0,119,70,45,46,164,134,53,61,0,0,0,0,0,0
0,191,6,0,1,50,25,68,43,79,42,72,55,6,0,66,0,0,0
0,90,2,1,0,21,12,47,36,21,12,48,36,0,0,0,0,0,0
1,10,9,0,0,53,54,29,35,54,54,30,35,0,0,0,0,0,0
1,191,2,0,0,32,27,37,39,61,36,52,46,1,1,10,50,0,0
0,74,6,2,0,72,40,49,39,83,51,53,46,6,0,75,0,0,1
0,90,6,0,0,24,3,68,18,55,39,80,72,2,4,66,33,1,0
0,10,7,0,0,7,13,30,40,26,31,57,62,4,0,40,0,1,0
0,153,6,0,0,105,57,66,35,111,58,68,36,3,0,60,0,0,0
0,73,2,1,0,21,6,63,35,35,8,74,42,0,1,0,100,0,0
1,153,6,0,0,48,73,36,44,48,73,37,45,0,0,0,0,0,0
0,73,6,0,0,89,62,50,45,92,63,51,46,0,0,0,0,0,0
0,139,2,1,0,25,11,47,35,39,20,57,50,2,1,100,50,0,0
0,46,6,0,0,61,35,54,31,85,69,61,47,2,1,20,14,0,0
0,153,6,0,1,60,34,53,45,66,56,55,57,0,6,0,42,0,0
0,73,6,0,0,28,26,66,60,130,56,78,74,5,0,71,0,0,0
1,139,6,0,0,39,94,34,54,67,140,46,64,4,0,40,0,0,0
0,46,2,1,0,31,26,53,41,40,26,58,42,0,0,0,0,0,0
0,139,7,1,0,29,0,70,0,84,1,82,17,0,0,0,0,1,0
1,46,6,0,0,70,64,61,40,96,99,68,50,1,1,14,25,0,1
0,153,2,1,0,6,7,35,50,7,8,39,53,0,0,0,0,0,0
0,139,6,0,0,46,61,29,50,48,93,30,60,2,0,50,0,0,0
0,160,2,0,0,75,6,71,22,107,18,77,43,2,0,66,0,0,0
0,153,6,2,0,83,55,56,41,95,58,59,43,0,0,0,0,0,0
1,139,7,0,0,27,11,50,21,27,12,51,23,1,1,25,50,0,2
1,160,9,0,0,66,75,38,57,99,84,47,60,0,0,0,0,0,0
1,153,2,0,1,35,38,36,52,37,39,38,53,0,0,0,0,0,0
1,139,7,0,0,10,11,52,50,24,26,69,65,0,2,0,28,1,1
0,160,2,1,0,16,2,84,100,18,2,86,67,0,0,0,0,0,0
1,153,6,1,0,20,26,39,44,66,62,62,63,0,3,0,60,0,0
0,139,2,0,0,72,36,49,34,78,57,51,44,0,3,0,42,1,1
1,191,6,0,0,77,157,36,63,78,157,37,64,0,0,0,0,0,0
0,74,2,1,0,17,5,68,71,21,6,72,75,0,1,0,16,0,0
0,147,8,0,0,36,24,42,41,46,31,48,48,0,2,0,33,0,0
0,23,6,0,0,45,48,35,47,83,75,49,59,0,1,0,33,0,0
1,191,6,0,0,35,98,47,64,61,148,61,70,0,4,0,100,0,0
0,147,6,0,0,35,39,41,51,55,50,50,57,1,1,33,100,1,2
1,74,6,0,1,57,56,38,35,69,77,42,42,0,1,0,33,0,1
1,23,2,0,0,0,48,0,71,0,87,0,76,0,0,0,0,1,0
0,217,2,1,0,25,11,42,25,25,11,42,26,0,0,0,0,0,0
1,74,7,0,0,0,2,0,66,2,3,50,60,0,2,0,100,0,1
1,191,9,0,0,45,30,45,34,90,31,57,35,1,0,25,0,0,0
0,23,2,1,0,27,13,79,33,27,13,79,33,0,0,0,0,0,0
1,147,6,0,0,65,45,43,33,78,56,48,38,2,1,66,20,0,1
0,74,2,1,0,8,1,42,10,8,2,42,18,0,0,0,0,0,0
1,197,2,2,0,60,148,75,75,75,196,79,78,1,1,33,50,0,2
0,180,7,0,0,36,35,31,35,50,49,39,42,0,1,0,16,2,0
0,50,2,0,0,37,33,42,53,57,52,51,60,0,2,0,22,0,0
1,74,2,0,1,1,5,14,41,1,5,14,42,0,0,0,0,0,0
0,197,6,0,0,77,92,42,37,90,119,45,43,1,0,33,0,0,1
1,180,2,0,1,8,32,47,80,12,37,57,82,1,0,100,0,0,0
0,50,7,0,0,5,4,55,50,6,7,60,58,0,0,0,0,1,0
0,180,6,0,0,62,31,34,33,72,58,37,47,0,3,0,23,0,1
1,74,6,1,0,46,38,35,43,82,78,48,56,1,5,33,62,0,1
0,197,9,0,0,52,78,33,36,52,78,33,36,0,0,0,0,0,0
0,50,6,0,0,25,15,64,60,117,51,80,80,5,1,71,33,1,1
1,153,7,0,0,61,77,43,50,66,89,46,53,0,1,0,100,0,2
1,73,7,0,0,59,40,41,38,68,65,45,49,0,2,0,22,0,2
1,187,6,0,0,23,30,33,56,32,36,41,61,0,3,0,25,0,0
0,73,6,0,0,55,31,35,31,79,32,44,32,1,1,25,100,0,0
0,153,6,0,0,39,28,48,41,66,56,59,57,2,1,33,100,2,0
1,73,7,0,0,30,84,56,60,57,170,67,72,1,3,50,100,0,1
1,153,2,0,1,11,26,34,52,11,26,34,52,0,1,0,100,0,0
0,70,2,0,0,46,23,64,52,61,31,70,58,0,1,0,20,0,0
0,187,6,0,0,104,27,67,37,193,32,76,39,7,0,63,0,0,2
0,70,6,0,0,48,56,38,48,71,61,48,51,2,0,22,0,0,0
0,187,2,0,0,20,1,57,33,31,2,55,50,0,1,0,100,0,0
1,70,2,0,1,16,27,36,52,24,31,46,56,1,0,100,0,0,0
1,153,6,1,1,75,108,55,34,75,112,56,35,0,0,0,0,0,0
0,74,6,0,0,81,17,47,24,95,19,51,26,0,0,0,0,0,0
0,191,6,0,0,32,6,54,37,88,16,73,59,0,3,0,50,1,1
1,67,9,0,0,69,39,41,28,69,64,42,39,2,3,100,60,0,0
1,23,6,0,0,13,32,56,64,70,54,74,70,0,4,0,57,2,0
0,217,6,0,0,72,23,66,34,112,28,73,39,1,1,20,16,0,0
0,191,2,1,0,7,6,77,60,13,20,87,83,1,1,50,25,0,0
0,23,6,1,0,31,25,30,40,40,51,35,55,4,0,100,0,0,0
1,153,6,0,0,45,59,41,34,52,72,45,39,0,2,0,50,0,0
1,217,6,0,0,17,33,23,38,17,61,24,54,1,6,33,66,0,0
0,191,3,0,0,77,38,57,43,90,55,60,51,0,0,0,0,0,0
0,23,7,1,0,6,0,54,0,6,0,55,0,0,0,0,0,1,0
0,67,2,1,0,38,13,61,38,41,17,63,45,1,0,100,0,0,0
0,141,7,0,0,4,14,66,58,7,17,70,63,1,0,50,0,1,0
0,103,2,0,0,23,0,45,0,27,0,47,0,0,0,0,0,0,0
0,141,2,1,0,11,11,26,28,11,11,27,29,0,0,0,0,0,0
0,103,6,0,0,61,12,76,46,120,27,85,66,4,1,80,14,1,0
0,141,2,1,0,11,0,84,0,11,0,85,0,0,0,0,0,0,0
0,103,6,0,0,47,82,42,63,55,106,44,68,2,2,14,66,2,0
1,92,2,0,1,23,84,34,48,41,113,44,55,3,1,42,50,0,0
1,151,2,0,1,0,8,0,40,0,8,0,40,0,0,0,0,0,0
0,3,6,0,0,57,64,56,59,66,121,59,72,2,0,40,0,0,0
1,103,6,0,0,21,37,27,33,36,71,39,47,3,3,37,60,0,0
1,151,9,0,0,53,55,37,25,55,57,39,26,1,1,100,50,1,0
0,92,2,0,0,95,76,55,52,188,96,69,57,1,0,33,0,0,0
1,3,6,0,0,40,62,51,59,48,89,56,67,0,0,0,0,0,0
1,73,2,0,1,7,24,43,52,11,25,50,53,0,0,0,0,0,0
0,153,6,0,0,42,36,34,30,42,36,35,30,0,0,0,0,0,0
0,187,6,0,0,51,10,50,45,106,29,64,71,1,0,50,0,0,0
0,73,6,0,0,66,40,33,41,82,43,38,43,0,4,0,21,0,0
0,153,7,0,0,32,16,50,31,66,16,61,31,3,0,50,0,1,0
0,187,2,0,1,75,50,42,24,79,54,44,25,1,0,25,0,0,0
0,73,6,0,0,57,33,52,52,62,45,54,59,3,0,30,0,0,0
0,46,2,0,0,14,1,46,33,15,1,45,33,1,0,100,0,0,0
1,153,6,0,0,20,57,45,47,45,81,64,55,1,4,12,66,0,0
1,46,2,0,1,7,5,53,55,22,7,61,58,1,1,100,100,3,0
0,187,7,1,0,2,3,50,50,3,3,60,50,0,0,0,0,1,0
1,46,6,0,0,23,78,21,45,32,102,27,52,0,3,0,42,0,0
0,103,2,0,0,11,0,84,0,13,0,87,0,0,0,0,0,0,0
1,28,7,0,0,35,35,51,38,35,38,51,40,0,0,0,0,0,1
1,8,6,0,0,41,45,38,44,43,64,40,52,0,3,0,50,0,0
1,103,7,0,0,18,26,40,54,27,67,48,71,1,1,20,100,0,1
0,58,6,0,0,54,30,41,30,58,39,43,36,0,0,0,0,0,0
1,0,6,0,0,49,65,52,42,55,130,56,58,1,0,20,0,0,0
0,28,2,1,0,54,16,62,32,123,30,73,47,4,0,57,0,0,0
1,0,6,0,0,45,48,34,38,64,96,42,52,1,9,16,39,0,0
1,58,2,0,1,14,15,63,83,19,17,70,85,0,2,0,100,0,0
0,28,6,0,0,74,36,51,33,80,38,52,35,1,0,33,0,0,0
1,8,6,0,0,46,48,47,44,50,61,50,50,1,1,12,25,0,1
2,58,3,0,0,44,65,33,57,85,102,49,67,0,2,0,40,0,0
0,8,7,0,0,60,87,42,58,64,94,44,59,2,0,28,0,1,0
1,153,9,0,0,109,112,26,37,130,122,30,39,1,4,12,36,0,0
1,217,9,0,0,56,42,51,46,109,74,66,57,0,6,0,40,0,0
0,146,2,0,1,51,27,44,44,61,28,49,45,2,0,66,0,0,0
1,153,6,0,0,28,51,32,45,32,53,36,46,2,1,100,33,0,0
0,48,2,1,0,42,11,66,40,55,44,72,73,0,1,0,100,1,0
1,131,2,0,1,27,47,42,57,32,56,46,62,0,0,0,0,0,0
0,146,7,0,0,5,1,38,20,40,2,69,33,2,0,100,0,1,0
1,153,7,0,1,16,26,41,54,17,27,42,55,1,0,100,0,1,1
0,48,7,0,0,46,32,52,55,69,54,63,66,2,3,50,37,3,0
0,131,2,1,0,2,1,66,33,2,1,67,33,0,0,0,0,0,0
0,146,6,0,1,92,52,39,40,95,53,40,41,1,1,12,20,0,0
0,153,2,1,0,52,15,47,21,56,19,49,25,1,1,20,100,0,0
0,48,6,0,0,57,38,60,31,90,65,68,44,1,0,10,0,0,0
0,73,9,1,0,92,176,51,35,93,177,52,36,0,0,0,0,0,0
0,153,2,1,0,11,7,73,58,11,7,73,58,0,0,0,0,0,0
1,141,9,0,0,69,76,44,39,69,76,45,39,0,0,0,0,0,0
1,73,7,0,0,56,29,51,26,61,33,53,29,2,0,66,0,0,2
0,153,7,0,0,4,5,36,41,4,5,36,42,0,1,0,100,1,0
0,141,7,0,0,5,15,38,88,6,77,43,95,0,2,0,100,2,1
1,73,9,0,0,59,43,44,34,79,81,51,49,1,0,33,0,0,1
0,70,6,0,0,72,92,53,52,91,107,59,55,3,1,30,50,0,0
1,153,6,0,0,38,36,55,40,79,63,69,53,2,5,40,35,0,0
0,70,6,0,0,72,37,52,37,88,60,58,49,4,0,57,0,0,1
1,141,9,0,0,71,57,63,30,98,68,71,34,1,3,33,50,4,0
0,70,2,0,0,33,1,41,33,60,1,52,33,1,0,100,0,0,0
0,153,2,0,0,26,4,59,57,26,4,59,57,0,0,0,0,0,0
1,139,2,0,1,22,32,47,74,22,32,48,74,0,0,0,0,0,0
1,184,6,0,0,103,153,34,51,104,157,34,52,1,0,100,0,0,0
1,153,6,0,0,34,66,34,39,56,104,45,48,1,0,11,0,0,0
0,30,7,0,0,5,5,50,31,10,5,62,31,1,0,100,0,1,0
1,153,2,0,1,15,16,42,59,15,16,43,59,0,0,0,0,0,0
1,139,9,0,0,27,32,61,72,142,66,83,85,1,4,25,44,0,0
1,184,7,0,0,10,39,52,73,53,80,76,82,2,2,50,50,0,1
0,30,9,0,0,59,57,44,45,72,60,49,47,3,2,50,33,2,0
2,153,0,0,0,28,25,36,31,29,25,37,32,0,0,0,0,0,0
0,139,6,0,0,48,26,60,45,126,36,77,54,6,0,46,0,0,0
1,184,7,0,0,15,12,53,46,15,12,54,46,0,0,0,0,0,1
0,30,2,1,0,25,5,55,50,40,33,65,82,0,1,0,16,0,0
1,73,2,0,1,1,5,33,83,1,5,33,83,0,0,0,0,0,0
1,153,2,0,0,48,126,64,65,62,161,67,70,3,2,50,50,0,1
1,74,9,0,1,30,46,57,50,42,56,63,54,1,0,14,0,0,0
0,73,6,0,0,47,2,81,50,193,7,84,70,2,1,25,100,1,0
0,217,6,0,0,57,47,57,49,79,60,65,55,1,0,100,0,0,0
0,74,6,0,0,75,66,67,48,80,72,69,50,2,0,15,0,0,0
0,153,6,0,0,77,29,57,27,126,53,66,39,0,0,0,0,0,0
0,46,7,0,0,2,2,50,100,2,2,50,100,0,1,0,50,1,0
0,73,2,1,0,32,10,66,21,32,10,67,22,1,0,100,0,0,0
1,46,2,0,1,9,18,69,66,9,22,69,71,0,0,0,0,0,0
1,74,9,0,1,114,80,58,29,114,80,58,30,0,0,0,0,0,0
0,46,6,0,0,58,23,58,47,133,28,72,53,2,0,15,0,0,1
0,73,2,1,0,13,5,40,29,13,5,41,29,0,0,0,0,0,0
1,153,6,0,0,2,23,18,56,13,169,50,84,0,1,0,33,0,1
1,73,7,0,0,41,61,48,52,45,69,49,54,2,0,66,0,0,1
1,153,6,0,0,42,127,37,43,44,147,38,46,0,1,0,33,0,0
0,73,6,0,0,28,28,73,66,97,44,86,72,6,0,75,0,0,1
0,179,9,0,0,61,52,56,43,107,124,67,61,2,3,66,25,2,0
0,70,6,0,0,20,15,44,29,29,28,53,43,2,0,28,0,0,0
0,179,6,0,0,65,42,34,33,78,44,39,34,0,0,0,0,0,0
1,70,2,0,1,55,40,35,33,55,42,36,35,0,1,0,100,0,0
0,179,6,0,0,103,94,56,49,135,99,62,51,0,2,0,20,0,0
0,153,7,0,0,57,10,57,20,104,53,66,55,8,0,80,0,4,0
1,179,7,0,0,7,13,46,43,19,33,61,60,0,2,0,100,1,1
0,46,7,0,0,8,5,88,62,19,40,90,91,2,2,100,100,1,0
1,74,6,0,0,28,52,29,64,40,83,36,74,1,1,7,50,0,0
0,153,2,1,0,37,20,52,37,43,22,57,39,0,3,0,100,0,0
1,179,2,1,1,35,21,29,30,38,22,32,31,1,0,100,0,0,0
2,46,0,0,0,1,0,25,0,1,0,25,0,0,0,0,0,0,0
0,74,7,0,0,23,4,37,16,49,7,54,26,2,0,100,0,1,0
0,153,2,1,0,48,14,62,41,49,14,63,40,0,2,0,100,0,0
0,179,7,0,0,6,11,31,40,8,14,38,47,0,1,0,100,1,0
0,46,9,0,0,21,20,25,25,23,20,27,26,1,0,100,0,0,0
0,74,7,0,0,21,22,42,27,32,49,52,44,1,1,100,11,2,0
0,153,9,0,0,86,77,58,49,138,217,69,70,3,1,25,20,0,1
0,191,2,0,0,6,0,75,0,91,0,96,0,1,0,50,0,0,0
1,197,9,0,1,78,69,54,45,92,84,56,47,0,2,0,13,0,0
0,50,2,1,0,18,8,69,42,18,8,69,42,0,0,0,0,0,0
0,153,2,0,1,29,22,69,53,54,29,71,60,1,0,16,0,0,0
1,191,9,0,0,53,47,44,49,97,107,58,66,1,0,4,0,0,0
0,197,9,1,0,54,31,49,34,68,74,55,54,1,3,100,25,2,1
0,153,6,0,0,71,78,40,34,83,80,44,35,0,0,0,0,0,0
1,50,2,0,0,1,3,16,60,1,7,17,64,0,1,0,50,0,0
1,197,9,0,0,23,30,37,33,67,44,60,41,0,1,0,100,0,0
0,191,2,1,0,36,19,59,45,84,52,74,66,4,0,100,0,0,0
0,73,9,0,2,54,54,37,40,81,86,47,51,6,2,42,66,0,0
0,139,6,0,0,57,30,52,34,69,36,57,39,3,1,50,50,0,0
1,141,9,0,0,25,43,28,39,39,71,38,51,0,2,0,66,0,0
0,28,9,0,0,49,27,42,28,59,33,47,32,2,1,66,33,0,0
1,141,6,0,0,10,38,26,53,16,173,36,78,0,5,0,55,0,0
1,73,6,0,0,24,35,38,39,56,47,55,46,2,0,28,0,0,0
0,139,6,0,1,31,20,33,25,109,23,63,28,1,0,50,0,0,1
1,141,6,0,0,10,25,40,64,16,89,52,75,0,6,0,54,3,0
0,28,2,0,0,39,11,42,29,42,11,45,30,0,2,0,33,0,0
1,73,2,0,1,11,16,42,38,11,16,42,38,0,1,0,100,0,0
1,139,2,0,1,2,4,25,44,2,4,25,44,0,0,0,0,0,0
1,141,2,0,1,16,10,34,32,23,15,43,42,3,0,75,0,0,0
1,28,9,0,0,41,20,40,37,60,27,49,45,0,1,0,7,0,0
1,153,2,0,1,17,38,26,71,21,38,30,72,0,1,0,100,0,0
0,197,6,0,0,220,103,49,32,227,120,51,35,0,1,0,20,0,0
0,180,2,1,0,12,9,66,52,13,9,68,53,0,0,0,0,0,0
1,197,6,0,0,45,67,47,46,58,108,54,58,0,1,0,50,0,0
1,153,6,0,0,33,16,56,43,34,38,58,64,1,4,100,57,0,0
0,50,8,0,1,62,21,63,51,96,33,71,60,1,0,33,0,0,0
0,197,2,1,0,23,2,53,33,24,2,55,33,0,0,0,0,0,0
1,50,2,0,1,6,19,18,55,7,19,21,56,0,0,0,0,0,0
1,180,6,0,0,63,54,40,31,82,90,47,42,3,9,100,75,0,0
0,153,6,0,0,63,77,52,40,115,89,65,44,5,0,38,0,0,0
0,180,6,0,0,93,38,54,37,132,61,62,48,0,3,0,37,0,0
0,197,2,1,0,11,17,52,68,13,31,57,78,0,1,0,33,0,0
0,50,7,0,0,11,1,61,16,20,1,54,17,0,0,0,0,2,0
0,141,2,1,0,6,3,54,100,6,3,55,100,0,0,0,0,0,0
0,153,2,0,0,54,33,52,36,59,38,55,40,0,4,0,66,0,0
0,103,2,1,0,24,27,48,29,26,27,50,30,0,0,0,0,0,0
0,141,2,1,0,42,36,38,50,54,79,45,68,0,1,0,50,0,0
1,103,6,0,2,28,80,36,55,29,94,37,59,2,2,40,100,0,0
1,153,6,0,0,26,60,48,44,49,97,63,52,0,6,0,40,0,0
1,103,4,0,0,3,0,60,0,6,5,75,100,2,0,66,0,1,0
1,153,6,0,1,31,74,47,46,41,90,52,51,3,0,50,0,0,0
1,141,7,0,0,3,2,27,28,3,2,27,29,1,0,100,0,0,1
1,153,7,1,0,19,7,54,38,24,11,60,46,0,2,0,66,0,2
0,125,6,0,0,78,38,42,37,80,40,43,37,0,0,0,0,0,0
1,141,9,0,0,66,96,36,41,67,98,36,42,0,0,0,0,0,0
1,125,7,1,2,27,46,34,59,49,81,48,68,0,3,0,75,0,3
1,74,7,0,0,16,59,40,66,31,66,55,68,4,0,44,0,0,2
0,191,6,0,0,47,33,32,34,56,40,36,38,1,1,16,8,0,0
2,74,3,0,1,84,49,49,55,111,49,56,56,2,0,50,0,0,0
0,147,7,0,0,38,25,40,33,47,26,45,35,2,3,40,75,2,0
0,191,6,0,0,48,27,32,19,53,29,34,20,1,0,100,0,0,0
0,33,6,0,0,59,19,56,43,166,57,77,63,2,1,40,100,0,0
1,147,9,0,0,22,38,32,37,38,107,46,61,0,2,0,66,1,0
1,191,2,0,1,5,23,20,65,8,24,29,67,0,0,0,0,0,0
0,74,6,0,0,40,23,30,36,112,41,53,50,7,1,63,100,2,0
1,33,2,0,0,8,97,57,72,31,163,76,79,3,2,50,40,0,1
0,153,9,0,1,140,120,49,47,219,130,60,49,1,1,20,14,0,0
0,153,6,0,0,52,25,39,22,55,27,40,24,1,0,16,0,0,0
1,5,6,0,0,20,71,35,61,39,85,51,65,1,0,11,0,0,0
0,5,6,0,0,48,31,32,25,48,31,33,26,0,0,0,0,0,0
1,47,6,0,0,30,34,55,50,77,100,74,72,1,3,100,50,1,3
0,5,6,0,0,52,19,50,24,67,85,54,52,2,1,22,33,0,0
1,47,2,0,1,17,19,50,46,17,19,50,46,0,0,0,0,0,0
0,47,2,1,0,3,4,42,26,3,4,43,27,0,0,0,0,0,0
0,41,7,0,0,13,12,39,54,14,16,39,62,1,0,100,0,1,0
1,153,2,0,0,1,21,33,67,1,21,33,68,0,1,0,100,0,0
1,41,6,0,1,37,37,46,30,54,80,52,47,0,3,0,75,1,0
0,5,2,0,0,41,8,65,61,51,47,69,77,0,5,0,38,0,0
0,197,6,0,0,146,60,71,52,215,92,78,62,0,4,0,40,0,0
1,50,2,0,1,17,18,70,75,35,22,71,79,1,0,100,0,1,1
0,197,6,0,0,78,63,34,32,80,66,35,34,0,0,0,0,0,0
0,168,6,0,0,70,47,43,41,88,97,49,59,0,0,0,0,0,0
1,197,2,0,1,1,14,100,82,1,14,100,74,0,0,0,0,0,0
2,50,9,0,2,62,88,33,52,100,89,44,53,2,0,40,0,0,0
0,168,7,1,1,40,79,45,55,85,88,62,58,0,1,0,100,1,0
0,197,6,0,0,46,44,41,44,50,44,43,44,0,1,0,25,0,0
1,50,6,0,1,21,57,38,54,61,59,64,55,1,0,12,0,0,0
0,168,8,0,0,23,28,63,51,49,53,72,65,2,0,18,0,0,1
0,153,6,0,0,88,58,51,47,163,108,65,62,4,1,30,33,0,0
0,73,6,0,0,39,24,52,46,70,54,65,65,0,1,0,20,0,0
0,179,2,1,0,25,8,59,40,37,8,67,40,2,0,100,0,0,0
1,153,6,0,0,20,84,46,56,33,156,53,66,1,4,100,100,1,0
0,73,7,0,0,73,30,56,63,165,66,67,75,3,0,42,0,1,1
0,179,9,0,0,62,60,53,39,86,72,61,44,1,0,100,0,0,0
1,70,7,0,1,16,28,44,46,16,32,44,50,0,0,0,0,0,1
1,153,7,0,0,41,41,62,60,59,66,68,69,4,2,80,100,1,1
1,73,9,1,0,84,52,40,42,136,73,52,50,1,1,50,25,0,1
0,179,4,1,0,35,24,57,66,47,32,64,70,2,0,100,0,0,0
0,70,9,0,0,49,58,30,34,49,68,30,38,0,1,0,33,0,0
0,153,2,0,0,14,5,48,29,14,5,48,29,0,0,0,0,0,0
0,187,6,0,0,68,29,51,49,132,37,65,54,4,3,44,75,0,0
0,40,2,1,0,60,45,64,49,106,49,76,52,0,1,0,100,0,0
1,153,2,0,1,8,17,47,47,8,17,47,46,0,0,0,0,0,0
0,40,6,0,0,3,23,37,79,76,46,80,85,6,0,60,0,0,1
1,187,6,0,1,55,69,34,47,79,106,42,55,0,1,0,100,0,0
1,153,2,0,1,2,12,12,80,2,12,12,80,0,0,0,0,0,0
1,187,7,0,0,5,4,50,66,18,8,69,80,2,0,100,0,0,1
1,153,7,0,0,5,21,50,72,5,34,50,74,0,0,0,0,2,1
0,135,9,0,0,50,47,45,41,90,83,55,56,1,2,11,50,0,0
0,135,6,0,0,44,22,63,55,73,50,71,60,2,2,40,14,0,0
0,40,2,0,0,24,6,82,42,62,10,82,48,3,0,75,0,0,0
0,73,7,0,0,53,30,67,55,128,36,79,59,5,0,55,0,1,0
1,153,9,0,0,84,75,37,37,85,75,38,37,0,0,0,0,0,0
0,141,2,0,0,27,4,60,36,53,6,75,46,0,0,0,0,0,0
0,153,6,0,0,19,26,55,45,53,86,76,68,2,3,40,75,1,0
