winner,referee,method_of_victory,red_Knockdowns,blue_Knockdowns,red_sig_str,blue_sig_str,red_sig_str_percentage,blue_sig_str_percentage,red_total_strikes,blue_total_strikes,red_total_strikes_percentage,blue_total_strikes_percentage,red_takedowns,blue_takedowns,red_takedown_percentage,blue_takedown_percentage,red_subs_attempted,blue_subs_attempted
0,141,2,2,0,94,55,54,36,94,55,54,36,2,0,66,0,0,0
0,161,2,1,0,30,51,36,42,31,51,37,42,0,0,0,0,0,0
1,141,6,0,0,30,36,48,40,44,53,57,50,0,0,0,0,0,0
2,208,3,0,0,43,75,45,56,68,153,53,65,2,0,50,0,0,0
0,73,7,0,0,12,9,50,75,18,34,58,83,6,0,54,0,1,0
1,141,7,0,0,25,15,42,34,30,23,46,44,0,1,0,12,1,1
0,161,6,0,0,39,35,41,28,39,35,42,29,0,0,0,0,0,0
1,208,6,0,0,59,54,27,47,65,98,29,56,1,1,9,100,0,2
0,73,7,0,0,24,1,70,100,34,1,76,100,2,0,66,0,1,0
1,208,6,1,0,18,46,50,62,95,105,82,73,0,8,0,88,0,0
1,161,2,0,1,6,22,42,68,6,23,43,70,0,0,0,0,0,0
0,73,3,1,0,54,53,43,36,70,66,50,42,1,0,50,0,0,0
1,153,6,0,0,76,90,53,46,79,95,55,48,1,2,100,28,0,0
1,73,9,0,0,53,74,38,38,62,92,41,43,1,0,25,0,0,0
1,153,7,0,0,7,13,25,50,8,15,28,52,0,1,0,100,0,3
0,74,2,1,0,55,21,78,41,59,27,78,46,0,0,0,0,0,0
0,153,2,0,0,50,14,75,56,144,59,83,76,1,3,50,27,0,1
1,70,2,0,1,60,28,61,47,146,72,74,66,4,0,40,0,0,1
0,74,7,0,0,23,94,30,70,27,134,34,74,1,1,50,50,1,0
0,70,6,0,0,92,51,55,37,100,74,57,46,0,1,0,50,0,0
0,74,2,1,0,23,12,65,50,34,29,74,62,0,0,0,0,0,0
0,70,9,0,0,56,46,42,39,79,73,46,49,1,0,33,0,0,0
0,141,2,1,0,39,21,54,44,39,23,55,47,0,0,0,0,0,0
0,45,6,0,0,51,37,37,35,69,43,45,39,0,2,0,22,0,0
1,165,6,0,0,10,55,11,33,10,60,11,36,0,1,0,100,0,0
0,103,6,0,0,38,11,32,28,70,11,45,29,1,3,25,50,0,2
0,141,7,0,0,7,0,50,0,7,0,50,0,2,0,100,0,1,0
0,45,2,1,0,23,21,32,35,23,21,32,36,0,0,0,0,0,0
1,165,6,0,1,48,53,39,30,57,65,44,36,0,0,0,0,0,0
1,103,9,0,0,32,48,24,43,37,62,27,49,4,0,40,0,1,0
0,141,6,1,0,44,64,39,33,45,73,40,37,0,2,0,15,0,0
1,45,2,1,1,6,27,13,38,11,32,22,42,0,1,0,50,0,0
0,103,7,0,0,3,3,50,37,5,10,56,62,0,1,0,100,1,0
1,108,6,0,0,77,80,42,53,122,144,52,65,0,0,0,0,0,0
0,187,6,0,0,43,54,55,53,54,118,61,64,0,2,0,20,0,0
0,139,7,0,0,7,6,38,60,15,8,50,67,1,0,50,0,1,0
0,131,6,0,0,24,21,45,45,113,40,63,61,3,0,100,0,1,0
0,108,3,0,0,97,71,44,52,122,83,50,55,3,1,100,16,0,3
1,187,6,0,0,52,71,35,46,65,135,41,57,0,2,0,40,0,0
0,139,6,0,0,34,34,40,32,52,69,49,48,6,0,66,0,2,0
1,131,6,0,0,13,43,37,74,35,98,57,77,0,5,0,100,1,0
0,187,9,0,0,52,50,45,49,60,108,49,65,0,0,0,0,0,0
0,139,6,1,0,29,19,31,38,51,25,44,45,1,0,25,0,0,0
1,153,2,0,1,20,17,58,48,24,19,63,51,0,0,0,0,0,0
1,190,6,0,0,80,60,38,24,88,66,41,26,0,2,0,50,1,0
1,5,7,0,0,11,25,33,37,14,29,39,41,1,1,20,50,0,3
1,173,9,0,0,76,82,40,45,79,103,41,50,0,0,0,0,0,0
1,153,2,0,1,14,15,37,50,18,17,43,53,0,0,0,0,0,0
0,190,6,0,1,131,89,40,42,148,99,43,45,2,0,66,0,0,0
2,5,5,0,0,1,25,100,75,3,72,60,75,0,8,0,80,0,0
0,173,7,0,0,21,28,40,65,29,65,48,78,2,0,66,0,1,0
0,153,6,1,0,45,28,51,38,55,51,56,50,0,2,0,25,1,0
0,190,6,0,0,81,37,42,24,112,41,48,26,1,1,50,50,0,0
2,5,5,1,1,45,23,34,19,47,23,35,19,0,0,0,0,0,0
1,173,2,0,1,0,3,0,100,0,5,0,83,0,0,0,0,0,0
0,153,7,0,0,13,27,76,77,46,78,90,79,2,1,100,20,1,0
1,153,2,0,2,30,58,46,56,30,58,46,57,0,0,0,0,0,0
1,16,2,0,1,3,8,33,61,3,8,33,57,0,0,0,0,0,0
1,111,7,0,0,27,31,46,32,27,46,47,41,0,2,0,50,0,4
1,153,6,0,0,28,36,43,42,52,45,58,47,1,0,50,0,0,0
0,72,9,0,0,39,52,38,30,39,52,39,30,0,0,0,0,0,0
1,16,2,1,1,39,37,36,49,59,43,46,53,1,0,25,0,2,0
1,111,6,0,0,22,39,51,58,30,106,57,65,0,4,0,80,0,2
0,72,7,0,0,1,1,33,50,5,1,71,50,1,0,33,0,1,0
0,16,2,0,0,12,5,48,29,12,5,48,29,0,0,0,0,0,0
0,111,9,0,0,37,32,37,34,67,44,50,41,1,4,33,33,2,0
0,72,7,0,0,4,1,22,16,4,8,22,53,0,1,0,100,1,0
0,73,2,1,0,55,4,49,18,56,7,50,26,0,0,0,0,0,0
0,153,9,0,0,20,23,32,29,44,32,51,36,1,5,50,100,1,0
1,73,6,0,0,54,49,31,35,77,67,39,41,1,0,33,0,0,0
1,153,6,0,0,33,48,27,30,42,50,32,31,1,2,20,100,0,0
1,73,6,0,0,22,68,27,61,44,114,43,70,0,2,0,100,0,0
1,153,9,1,0,40,42,37,38,49,74,42,52,0,4,0,44,0,0
0,204,7,0,0,7,7,46,36,11,18,58,58,0,1,0,100,1,0
0,140,6,0,0,20,11,50,36,83,28,70,55,2,0,33,0,0,0
1,204,7,0,0,21,48,28,45,33,89,38,57,0,1,0,100,0,2
0,140,2,1,0,32,20,43,31,33,20,45,32,0,0,0,0,0,0
1,204,2,0,1,22,41,40,43,31,139,48,70,0,0,0,0,0,0
1,140,2,0,0,5,19,50,40,28,39,80,43,0,1,0,100,0,0
0,153,2,0,0,27,7,57,50,27,7,57,50,0,0,0,0,0,0
1,73,6,0,2,88,68,30,34,95,71,32,36,0,1,0,25,0,0
0,153,6,0,0,71,38,59,42,177,51,71,48,5,1,83,50,1,0
0,73,9,0,0,36,52,33,49,64,68,46,56,3,2,37,33,0,0
1,139,6,0,0,10,21,23,55,20,33,38,62,0,4,0,50,1,1
1,73,6,0,0,18,50,50,54,52,96,68,69,6,1,85,100,0,2
0,46,6,0,0,28,29,37,41,44,99,47,69,4,1,30,100,0,1
1,139,2,0,1,5,14,20,48,6,19,24,56,0,1,0,50,0,0
1,46,7,0,0,8,6,57,37,9,18,60,60,0,1,0,25,2,2
2,139,0,1,0,6,17,60,73,9,24,69,77,1,1,25,100,0,0
1,73,7,0,0,5,12,41,70,9,13,56,72,0,1,0,100,0,2
1,153,7,1,1,13,9,56,50,22,29,69,72,0,2,0,100,0,3
0,73,6,1,0,70,18,55,27,89,20,59,30,5,1,50,100,1,0
0,153,6,1,0,69,37,51,41,69,37,52,41,2,0,40,0,0,0
1,98,7,0,0,16,31,66,63,23,57,70,76,1,1,33,50,0,3
1,150,6,0,0,21,57,35,50,22,165,36,68,0,6,0,85,0,0
1,98,6,0,0,41,76,36,53,100,96,58,57,0,12,0,70,0,0
1,73,6,0,0,46,111,48,59,48,112,49,60,0,0,0,0,0,0
0,153,6,0,0,87,65,54,36,99,96,57,45,8,3,66,75,1,0
0,98,6,1,0,169,108,42,42,172,108,43,42,0,1,0,100,0,0
0,150,2,2,0,9,13,28,32,9,13,28,32,0,0,0,0,0,0
0,98,6,0,0,33,22,49,25,42,22,55,25,2,0,16,0,2,0
1,150,9,0,0,22,15,41,57,126,86,79,82,0,2,0,66,1,0
0,187,2,1,0,94,53,45,33,98,55,46,34,2,0,100,0,0,0
0,73,2,2,1,63,70,42,54,64,73,43,56,0,0,0,0,0,1
0,139,6,0,0,111,77,52,48,122,87,54,51,2,1,40,20,0,0
1,73,2,0,1,45,62,41,56,51,68,44,59,3,0,37,0,0,0
1,139,6,0,0,34,50,55,37,35,96,56,51,3,1,60,50,0,1
1,73,7,0,0,16,8,55,44,26,13,65,54,1,2,50,66,0,1
0,139,7,0,1,27,24,50,33,30,33,54,41,0,0,0,0,1,0
1,108,9,0,0,47,25,30,25,69,42,39,34,1,1,100,100,0,0
1,40,6,1,0,31,30,62,55,42,53,69,68,1,5,25,83,0,1
1,108,2,0,1,11,10,84,31,11,10,85,31,0,0,0,0,0,0
1,187,6,0,0,19,42,26,41,43,93,43,60,0,4,0,80,0,0
1,40,9,0,0,21,34,47,52,29,109,56,75,4,4,40,44,1,0
0,139,2,0,0,39,15,43,40,46,77,47,73,1,4,33,36,0,1
0,73,7,0,0,1,0,100,0,1,0,100,0,0,1,0,50,1,0
0,108,2,0,0,66,9,64,40,94,15,71,52,5,0,100,0,0,0
0,103,2,1,0,60,37,55,28,73,37,60,28,0,0,0,0,0,0
0,139,6,0,0,51,44,47,37,59,77,50,49,1,1,100,50,1,0
0,73,2,1,0,42,11,51,31,50,13,56,35,1,0,100,0,0,1
1,108,7,0,0,5,14,25,41,6,18,29,46,1,0,100,0,0,1
0,103,6,0,0,74,61,36,43,79,66,38,44,0,0,0,0,0,0
1,139,6,0,1,56,73,28,38,57,87,28,40,1,1,8,100,0,0
1,73,6,0,0,20,9,39,26,27,38,46,58,1,6,33,46,0,0
1,108,6,0,0,61,82,36,38,68,99,39,42,2,0,40,0,0,0
0,103,6,0,0,56,31,45,38,90,111,56,69,4,0,66,0,0,0
0,153,6,0,0,28,24,48,39,86,110,74,70,5,4,71,100,3,2
0,187,9,0,1,69,68,29,34,69,70,30,36,0,1,0,14,0,0
1,153,2,0,0,11,44,35,69,11,50,35,71,0,0,0,0,0,0
1,187,6,0,0,45,59,31,62,50,83,34,69,6,0,85,0,0,0
0,153,7,0,0,14,21,38,72,25,55,53,83,2,0,100,0,1,1
0,46,9,0,1,54,23,37,24,78,25,47,26,5,0,38,0,0,0
1,70,6,0,0,12,46,28,39,17,53,34,43,0,0,0,0,0,0
0,187,2,1,0,26,14,78,42,32,25,80,57,1,0,100,0,1,0
0,46,6,0,0,21,25,65,65,98,70,84,82,4,0,100,0,0,1
1,70,6,0,0,47,73,35,60,89,114,50,65,0,3,0,30,1,0
1,46,2,0,1,29,48,35,53,39,52,42,55,0,0,0,0,0,1
1,70,6,0,0,36,47,54,45,83,115,73,65,0,1,0,16,2,0
0,153,2,1,0,33,19,56,45,35,25,58,52,0,0,0,0,0,0
1,180,9,0,0,22,30,35,56,29,80,41,75,3,2,100,100,0,3
1,197,6,0,0,16,23,31,31,44,57,54,50,0,3,0,75,0,0
1,50,2,0,0,4,50,40,65,7,55,54,68,1,3,50,100,0,0
1,153,7,1,0,3,4,42,57,10,15,71,71,0,2,0,100,0,1
1,180,9,0,0,31,45,30,27,32,45,31,28,0,0,0,0,0,0
0,153,6,0,0,39,56,38,48,84,66,54,52,4,0,100,0,0,0
0,50,9,0,1,34,39,26,44,40,73,29,60,0,0,0,0,1,0
1,197,6,0,0,18,74,20,47,33,105,31,56,2,1,25,33,1,0
0,153,6,1,0,105,22,41,20,112,22,43,21,0,1,0,20,0,0
1,180,6,0,0,47,59,47,31,58,80,52,38,0,4,0,30,0,4
0,197,6,1,0,36,46,50,42,46,66,53,48,1,0,33,0,2,0
1,50,6,0,2,29,56,23,51,33,70,26,56,1,1,16,100,0,1
0,141,2,0,0,86,3,74,25,129,12,79,52,5,0,100,0,1,0
0,125,2,1,0,41,18,51,24,42,18,52,24,0,1,0,50,0,0
0,1,6,0,0,34,22,42,32,43,46,47,48,6,0,100,0,1,0
1,141,6,0,0,4,42,28,50,4,93,29,65,1,1,12,50,1,0
1,0,6,0,0,25,71,34,47,26,129,35,60,0,1,0,50,1,1
0,125,9,0,0,35,44,38,31,53,50,49,34,1,0,33,0,0,0
0,1,7,0,0,10,14,33,28,10,14,33,29,1,0,100,0,1,0
1,0,7,0,0,2,0,33,0,11,0,73,0,0,1,0,100,0,1
0,141,2,1,0,26,11,48,45,28,13,50,50,0,0,0,0,0,0
0,1,7,0,0,31,3,59,21,57,32,66,74,6,0,100,0,2,0
0,0,7,0,0,28,44,35,43,28,44,35,43,0,1,0,100,1,0
2,125,5,0,0,0,7,0,70,8,21,80,84,0,1,0,50,0,0
0,74,2,0,0,20,12,50,48,20,12,50,48,1,0,50,0,0,0
1,191,9,0,0,38,49,41,41,48,50,46,42,0,1,0,33,0,0
1,23,9,1,0,43,45,46,53,62,91,53,65,1,1,12,50,0,0
0,10,6,0,1,82,48,51,40,86,55,52,42,1,0,100,0,0,0
1,191,2,0,2,36,42,43,46,78,50,57,47,3,0,100,0,0,0
0,23,6,0,0,55,36,59,42,115,48,71,49,4,2,44,33,0,0
0,10,7,0,0,20,20,71,58,46,34,85,69,7,0,77,0,2,1
1,23,6,1,0,63,69,48,40,73,103,53,48,0,2,0,66,0,1
0,74,7,0,0,3,5,27,45,8,7,47,54,1,0,100,0,1,0
0,191,7,0,0,24,18,30,43,38,18,40,44,0,1,0,50,1,0
0,23,2,0,0,48,17,35,36,72,36,42,53,1,2,100,50,1,0
0,10,6,0,0,49,53,61,41,127,59,74,44,11,0,73,0,0,0
1,74,2,0,3,2,12,14,54,2,12,13,55,0,0,0,0,0,0
1,73,2,0,3,9,32,21,38,12,40,26,43,0,0,0,0,0,0
2,139,3,1,0,61,43,43,26,113,60,56,33,1,0,100,0,2,0
0,103,6,0,0,171,50,47,22,181,63,49,27,1,0,100,0,0,0
1,141,2,0,1,12,18,25,45,16,27,30,53,1,2,12,66,0,0
1,139,6,0,0,21,43,32,55,48,111,52,71,1,1,20,100,0,3
0,103,6,0,1,40,33,52,22,45,41,56,27,5,0,35,0,2,1
0,73,7,0,0,94,19,66,24,140,20,74,26,2,0,33,0,1,1
1,139,2,0,1,5,14,27,56,5,14,28,56,0,0,0,0,0,0
0,73,2,1,0,9,3,42,30,9,3,43,30,0,0,0,0,0,0
0,103,6,0,0,28,36,32,32,45,50,43,39,4,0,80,0,1,0
0,141,9,0,1,27,22,42,19,49,64,56,40,4,0,57,0,0,0
1,153,6,0,0,121,199,43,49,126,200,45,50,0,0,0,0,0,0
0,141,6,0,0,46,30,56,36,69,57,64,51,0,0,0,0,0,1
0,40,7,0,0,11,13,55,72,13,36,59,86,1,2,100,100,1,2
0,103,2,1,0,56,29,46,42,64,29,50,43,0,1,0,16,0,0
0,153,6,0,0,60,41,50,52,73,79,54,61,0,1,0,50,0,0
0,103,6,0,0,65,40,48,45,120,74,60,58,1,0,50,0,0,0
0,141,9,0,0,36,34,37,50,103,42,58,55,3,0,60,0,0,2
1,7,7,0,0,3,2,37,100,3,2,33,100,0,1,0,100,0,1
1,40,2,0,0,3,15,42,50,3,15,43,50,0,0,0,0,0,0
1,103,2,0,1,67,72,46,45,69,72,47,46,0,1,0,100,0,0
0,153,6,0,0,63,82,45,45,65,82,46,45,0,0,0,0,0,0
0,141,9,0,0,50,29,30,23,67,51,37,34,0,1,0,33,0,0
0,7,6,0,0,72,29,56,27,129,41,56,34,7,0,58,0,0,0
0,187,6,0,2,119,81,35,36,130,87,37,38,0,1,0,25,0,0
1,74,2,0,0,8,57,30,50,9,65,33,52,0,1,0,25,0,0
1,191,2,0,1,13,32,34,68,17,33,39,69,2,0,66,0,0,1
0,147,7,0,0,9,14,39,46,12,21,46,54,2,0,50,0,1,0
0,187,7,0,0,4,6,40,40,20,6,74,38,4,0,66,0,2,0
1,74,7,0,1,1,26,33,66,1,26,33,67,0,0,0,0,0,2
1,147,7,0,0,36,10,42,25,44,18,47,38,2,4,100,44,0,1
0,187,7,0,0,16,32,22,38,31,34,35,40,3,0,30,0,1,0
1,191,2,0,0,21,48,38,41,25,61,42,47,2,1,33,100,0,0
1,74,2,0,1,81,90,33,42,81,103,34,45,0,0,0,0,0,0
0,147,9,0,0,23,34,32,40,23,34,33,40,0,0,0,0,0,0
0,73,9,0,0,93,101,28,52,94,101,29,53,0,0,0,0,0,0
1,153,2,0,0,16,48,94,81,29,80,78,78,4,4,50,40,0,1
1,73,9,0,0,47,65,37,43,50,80,39,48,1,0,25,0,0,1
1,139,7,0,0,7,8,53,72,17,21,74,88,1,1,100,100,0,2
0,73,7,0,1,44,50,57,40,53,96,62,54,0,0,0,0,1,0
1,139,6,0,1,25,45,36,36,46,72,51,48,4,1,30,50,1,0
0,153,9,0,0,47,33,36,33,52,36,39,36,1,0,12,0,0,1
1,25,6,0,0,24,34,41,28,64,45,57,34,5,1,83,100,0,2
0,73,2,1,0,24,16,61,30,48,19,74,35,2,0,100,0,0,0
1,153,6,0,0,30,89,38,31,32,92,40,32,0,0,0,0,0,0
1,25,2,0,0,21,52,44,64,40,109,59,73,3,5,100,83,0,0
1,139,9,0,0,44,13,42,22,113,67,63,56,0,4,0,66,0,0
0,141,2,0,0,84,14,66,60,100,24,69,69,2,0,100,0,0,0
0,73,6,0,0,64,39,42,27,64,54,42,34,3,0,100,0,0,0
0,73,2,1,0,36,27,54,44,38,46,56,57,0,0,0,0,0,0
0,161,8,0,0,32,33,47,39,42,38,49,42,1,0,33,0,0,0
1,73,7,0,0,2,5,22,62,4,7,36,70,0,1,0,50,0,1
0,141,7,0,0,24,6,61,33,27,17,63,57,1,0,50,0,2,0
1,161,6,0,0,46,67,37,39,46,70,38,40,1,5,25,71,0,0
0,1,6,0,0,10,20,55,58,19,121,68,84,7,1,63,25,1,0
0,208,6,0,0,8,13,23,20,55,119,61,63,1,0,33,0,2,0
0,161,7,1,2,55,41,47,40,62,44,50,42,0,1,0,25,2,0
0,141,6,0,0,7,2,58,22,60,56,80,86,5,0,62,0,1,1
0,1,2,1,0,11,5,50,29,11,5,50,29,0,0,0,0,0,0
1,208,6,0,0,43,41,42,45,71,109,53,63,0,5,0,26,0,0
1,139,2,0,1,6,14,50,37,6,14,50,38,0,0,0,0,0,0
1,153,2,0,1,1,4,33,57,4,15,67,83,0,0,0,0,0,0
0,190,6,0,0,144,58,51,37,185,63,56,39,3,0,33,0,2,0
0,5,9,0,0,33,28,47,20,43,45,54,29,2,0,33,0,0,0
1,139,6,0,0,5,12,29,63,42,51,69,61,0,4,0,100,2,2
0,153,7,0,0,1,0,100,0,1,0,100,0,0,0,0,0,1,0
0,139,7,1,0,39,19,38,27,39,19,39,27,0,0,0,0,1,0
1,153,2,0,0,67,66,44,44,72,118,47,56,0,3,0,75,0,0
0,190,7,0,0,32,6,53,35,94,15,66,58,7,0,50,0,1,2
0,5,6,2,1,56,44,42,32,76,66,48,42,5,0,71,0,0,0
1,190,7,0,0,21,12,51,40,60,18,69,50,2,1,25,33,0,1
2,5,3,0,0,61,79,36,34,68,81,39,35,1,0,33,0,0,0
0,74,2,0,1,34,9,56,52,34,9,57,53,1,0,100,0,0,1
0,28,6,1,0,84,37,59,25,107,38,64,26,0,0,0,0,1,0
1,103,7,0,0,0,20,0,62,6,26,75,67,0,1,0,100,0,2
1,28,6,0,0,22,54,19,33,23,55,20,34,0,0,0,0,0,0
0,31,7,0,0,20,13,71,50,44,23,76,64,2,0,66,0,1,0
1,74,9,0,0,52,49,26,32,63,69,30,41,0,0,0,0,0,0
0,103,9,0,0,46,26,46,32,58,39,52,41,0,1,0,14,0,1
0,28,2,0,0,38,16,76,51,80,42,82,65,5,0,83,0,1,0
0,31,2,1,0,20,10,48,33,23,10,51,33,0,0,0,0,0,0
0,74,7,2,0,17,17,29,19,17,18,30,20,0,0,0,0,1,0
1,191,7,0,0,38,53,61,64,51,112,66,75,1,1,50,50,0,1
0,74,6,0,0,50,28,50,31,139,55,69,44,4,0,80,0,0,0
0,67,2,1,1,13,9,38,30,15,11,42,34,0,0,0,0,0,0
0,90,6,0,0,20,40,26,34,48,44,45,36,2,0,40,0,0,0
0,74,9,0,1,70,47,40,34,72,53,41,37,0,0,0,0,0,0
0,191,6,1,0,38,14,50,26,83,48,65,55,3,0,60,0,1,0
0,67,2,0,0,73,23,63,56,114,34,70,63,2,0,40,0,0,0
0,90,6,0,0,63,19,43,31,84,23,50,34,0,3,0,21,0,0
2,74,3,0,0,52,76,53,47,72,116,57,57,1,0,20,0,0,0
1,191,6,0,0,37,88,34,56,49,121,41,64,0,1,0,16,2,0
0,67,6,0,0,24,29,29,34,49,40,44,42,2,0,20,0,0,0
0,73,7,0,0,1,1,100,16,5,1,100,17,1,0,100,0,1,0
0,187,7,0,0,53,41,60,47,77,60,68,57,0,4,0,36,1,0
0,139,2,1,0,25,21,39,41,27,30,42,50,0,0,0,0,0,0
1,73,9,0,0,54,80,39,48,92,97,52,52,3,0,75,0,1,0
0,187,2,2,0,59,25,51,49,70,31,56,53,0,0,0,0,0,0
1,139,9,0,0,55,41,33,29,56,41,33,29,1,1,11,33,0,0
1,171,9,0,1,57,61,41,44,88,114,49,58,2,2,25,33,0,0
1,73,2,0,1,9,11,69,44,10,13,71,48,0,0,0,0,0,0
0,171,2,2,0,17,4,48,25,22,4,55,25,0,0,0,0,0,0
0,187,6,0,0,27,28,38,46,43,83,46,70,5,0,35,0,0,0
1,73,3,0,3,166,164,48,57,252,197,58,61,1,0,14,0,0,0
0,139,2,1,0,4,1,50,33,4,1,50,33,0,0,0,0,0,0
1,153,2,0,1,17,45,33,61,19,48,35,63,1,1,20,100,0,1
1,73,2,0,3,8,31,27,62,8,50,28,72,0,0,0,0,0,0
0,153,2,0,0,71,33,60,41,82,38,63,43,0,2,0,100,0,0
0,73,2,1,0,12,4,44,44,13,6,46,55,0,0,0,0,0,0
0,153,6,0,0,33,15,66,44,81,34,79,59,3,1,60,20,1,0
0,46,6,0,0,53,42,45,32,63,63,49,42,0,0,0,0,0,0
1,46,7,0,0,4,21,23,58,38,29,75,66,1,0,100,0,0,1
1,139,2,0,1,8,32,34,66,13,34,45,68,0,0,0,0,0,0
0,46,2,0,0,26,13,56,37,161,33,75,57,6,0,66,0,0,1
1,139,7,0,0,4,10,44,71,21,50,78,74,1,1,50,100,0,1
0,153,9,0,0,120,62,35,31,124,65,36,32,1,1,50,100,0,0
0,73,6,0,0,48,9,50,21,77,16,61,33,5,0,50,0,0,0
0,139,7,0,0,36,8,67,53,58,11,71,61,5,0,45,0,1,0
0,153,6,0,0,58,35,46,23,60,35,47,23,0,1,0,20,0,0
0,139,6,1,0,42,15,60,48,105,24,77,60,4,1,66,100,2,1
0,153,9,0,0,17,17,6,16,17,17,7,17,0,1,0,100,0,0
0,139,6,0,0,15,23,38,35,55,45,67,51,4,0,26,0,1,0
1,73,2,0,1,3,15,7,24,4,20,9,30,0,0,0,0,0,0
0,153,2,1,0,26,8,42,28,26,9,43,31,0,0,0,0,0,0
0,79,2,1,0,13,5,52,27,13,5,52,28,0,0,0,0,0,0
0,73,6,0,0,67,23,61,22,91,51,68,39,1,3,100,25,1,0
1,79,6,0,0,59,113,35,49,60,114,36,49,0,0,0,0,0,0
1,139,2,0,1,3,8,50,72,4,8,57,73,0,0,0,0,0,0
1,116,9,0,0,70,84,48,34,74,128,50,44,2,0,33,0,0,0
1,74,2,0,2,7,21,41,61,7,29,41,67,0,0,0,0,0,0
1,24,6,0,0,55,54,34,34,59,147,36,57,0,2,0,33,0,0
0,116,9,1,0,31,22,53,36,45,67,59,58,0,5,0,35,0,0
0,74,2,1,0,60,26,50,47,70,36,55,55,0,1,0,100,0,0
1,116,6,0,1,52,113,37,44,53,130,38,47,2,1,100,100,0,0
0,24,2,1,0,9,1,56,33,11,2,61,50,0,0,0,0,0,0
0,139,7,0,0,4,5,50,38,12,8,71,50,3,0,60,0,1,0
2,24,3,0,0,9,17,45,29,27,60,68,56,3,1,50,50,0,0
1,74,2,0,2,17,22,62,52,17,25,63,54,0,0,0,0,1,0
1,38,6,0,0,54,87,25,47,73,119,32,55,0,3,0,42,0,0
0,73,6,0,0,56,39,41,30,63,42,44,31,1,0,100,0,0,0
0,153,2,0,0,8,3,40,50,9,3,43,50,0,0,0,0,0,0
0,73,7,0,0,13,5,43,29,15,7,47,37,1,0,100,0,1,0
1,38,2,0,1,45,42,38,32,59,52,45,37,1,0,25,0,0,0
0,153,6,0,0,33,20,57,52,206,67,80,68,5,0,83,0,0,2
0,73,6,0,0,41,8,61,53,155,11,79,61,5,0,55,0,0,0
0,38,6,0,0,48,14,62,26,70,39,69,50,7,0,50,0,1,0
0,153,6,0,0,58,12,74,46,156,30,80,62,2,0,25,0,0,0
1,73,9,0,0,41,76,41,33,49,95,45,39,4,1,40,50,0,0
0,38,7,0,0,20,14,46,41,77,66,55,69,1,0,14,0,1,0
1,153,2,0,2,14,26,46,47,14,28,47,49,0,0,0,0,0,0
0,73,7,0,1,66,40,55,36,69,42,57,38,0,0,0,0,3,0
0,73,2,0,0,38,17,65,43,98,23,82,49,2,0,100,0,0,0
1,131,3,0,0,8,26,28,70,60,100,71,90,4,1,57,100,2,0
1,153,7,0,1,44,41,57,36,48,45,59,38,2,0,100,0,0,1
0,153,2,0,0,82,4,72,50,138,8,78,67,3,0,50,0,7,1
1,131,6,0,0,38,45,26,32,87,67,44,41,1,0,25,0,0,0
1,73,7,0,0,7,8,77,53,8,13,80,65,0,0,0,0,0,1
0,174,2,0,0,19,5,67,41,31,5,74,42,2,0,100,0,0,0
0,131,6,1,0,53,28,53,30,120,55,68,44,3,1,100,11,1,0
0,174,7,0,0,40,14,53,41,109,26,74,57,3,1,50,100,1,2
1,174,2,1,1,14,18,70,58,30,20,81,61,1,0,100,0,1,0
1,153,7,0,0,3,40,20,63,3,40,20,63,0,0,0,0,0,1
2,139,5,0,0,51,13,68,40,137,46,82,68,4,0,50,0,0,0
0,73,6,0,0,33,17,51,39,153,30,74,54,3,0,100,0,0,0
0,74,6,0,0,80,79,41,29,81,81,42,30,0,0,0,0,0,0
0,73,2,1,0,50,6,63,22,90,6,73,22,1,0,33,0,0,0
1,153,6,0,0,11,12,47,57,23,129,62,86,3,2,75,66,0,1
1,139,6,0,0,70,124,44,49,90,134,51,52,1,0,20,0,0,0
0,46,6,0,0,64,49,32,35,72,52,35,36,1,0,20,0,0,0
0,74,6,0,0,41,16,62,44,106,26,79,54,0,4,0,40,1,2
1,46,2,0,1,6,22,60,66,7,28,64,70,0,0,0,0,0,0
0,74,2,1,0,21,5,61,38,39,5,71,38,2,0,100,0,0,0
0,46,2,0,0,8,1,30,20,13,1,41,20,1,0,100,0,0,0
0,73,6,0,1,176,63,53,42,194,101,55,53,1,4,50,30,0,0
0,153,6,0,0,31,14,72,51,118,58,74,76,6,0,50,0,0,0
0,73,7,0,0,16,1,84,25,38,4,88,57,3,0,100,0,1,2
1,139,6,0,0,54,80,46,53,76,116,54,61,0,1,0,16,0,0
0,153,2,1,0,4,2,57,40,6,13,55,76,0,2,0,100,0,0
0,139,2,1,0,6,2,75,66,6,2,75,67,0,0,0,0,0,0
0,179,6,0,0,30,32,42,31,42,47,49,39,3,2,42,28,1,1
1,70,9,0,0,31,41,27,48,33,53,29,54,0,0,0,0,0,0
1,139,3,0,0,47,61,39,57,52,153,42,75,0,0,0,0,0,0
0,70,6,0,0,30,33,58,52,120,41,81,58,6,0,100,0,0,1
1,179,2,0,0,5,24,38,63,5,36,38,71,0,1,0,50,0,0
0,70,2,0,0,6,5,40,55,11,15,55,79,1,2,100,100,0,0
1,153,2,0,0,12,45,29,57,12,49,29,59,0,1,0,33,0,0
1,73,9,0,0,4,37,21,50,66,39,74,52,7,0,70,0,0,0
0,153,6,3,0,86,77,50,38,105,108,55,45,0,2,0,25,0,0
